eventid, userid, eventtime, type, diffgold, diffpower, difflevel
531,434,2022-12-16 15:07:55,3,0,0,1
532,845,2022-12-16 15:07:57,2,50173,0,0
533,864,2022-12-16 15:08:37,1,-91410,56385,0
534,665,2022-12-16 15:09:03,3,0,0,2
535,948,2022-12-16 15:09:17,3,0,0,2
536,49,2022-12-16 15:09:46,3,0,0,1
537,158,2022-12-16 15:09:50,2,51083,0,0
538,611,2022-12-16 15:10:27,3,0,0,1
539,980,2022-12-16 15:11:02,3,0,0,2
540,168,2022-12-16 15:11:33,3,0,0,2
541,945,2022-12-16 15:11:48,1,-83854,19891,0
542,396,2022-12-16 15:11:56,3,0,0,1
543,517,2022-12-16 15:12:00,3,0,0,1
544,947,2022-12-16 15:12:14,2,53972,0,0
545,647,2022-12-16 15:13:03,3,0,0,2
546,256,2022-12-16 15:13:29,3,0,0,2
547,967,2022-12-16 15:13:57,1,-50934,76983,0
548,231,2022-12-16 15:14:45,2,85700,0,0
549,258,2022-12-16 15:14:58,2,99294,0,0
550,370,2022-12-16 15:15:27,1,-59950,21321,0
551,341,2022-12-16 15:16:05,2,80626,0,0
552,319,2022-12-16 15:16:33,3,0,0,2
553,524,2022-12-16 15:17:14,3,0,0,2
554,637,2022-12-16 15:17:57,1,-62054,52121,0
555,447,2022-12-16 15:18:16,2,87223,0,0
556,455,2022-12-16 15:19:06,1,-27391,11762,0
557,465,2022-12-16 15:19:34,1,-99886,7965,0
558,61,2022-12-16 15:20:01,2,11819,0,0
559,695,2022-12-16 15:20:17,3,0,0,2
560,842,2022-12-16 15:20:52,2,31334,0,0
561,195,2022-12-16 15:21:30,3,0,0,1
562,211,2022-12-16 15:21:56,3,0,0,1
563,493,2022-12-16 15:22:43,2,91413,0,0
564,967,2022-12-16 15:23:31,3,0,0,1
565,695,2022-12-16 15:24:13,1,-29331,60424,0
566,666,2022-12-16 15:24:50,2,27244,0,0
567,784,2022-12-16 15:25:23,1,-48346,37167,0
568,15,2022-12-16 15:26:00,2,91558,0,0
569,720,2022-12-16 15:26:40,1,-63198,86805,0
570,719,2022-12-16 15:27:02,3,0,0,2
571,97,2022-12-16 15:27:44,3,0,0,2
572,566,2022-12-16 15:28:25,1,-8334,11752,0
573,556,2022-12-16 15:28:58,2,70576,0,0
574,311,2022-12-16 15:29:31,3,0,0,1
575,953,2022-12-16 15:29:43,1,-52185,71844,0
576,707,2022-12-16 15:30:11,2,17304,0,0
577,550,2022-12-16 15:30:42,3,0,0,1
578,468,2022-12-16 15:31:05,3,0,0,2
579,418,2022-12-16 15:31:25,3,0,0,1
580,582,2022-12-16 15:32:10,1,-74026,78254,0
581,474,2022-12-16 15:32:13,3,0,0,1
582,333,2022-12-16 15:32:38,2,56993,0,0
583,156,2022-12-16 15:32:43,1,-52803,72142,0
584,637,2022-12-16 15:33:08,1,-42457,77727,0
585,794,2022-12-16 15:33:37,2,49393,0,0
586,259,2022-12-16 15:34:24,2,55273,0,0
587,916,2022-12-16 15:34:57,2,98889,0,0
588,533,2022-12-16 15:35:43,3,0,0,2
589,380,2022-12-16 15:35:51,1,-82102,25867,0
590,658,2022-12-16 15:36:18,1,-19018,75110,0
591,71,2022-12-16 15:36:45,2,31538,0,0
592,419,2022-12-16 15:36:58,3,0,0,2
593,457,2022-12-16 15:37:08,1,-79103,34193,0
594,831,2022-12-16 15:37:51,3,0,0,1
595,658,2022-12-16 15:37:57,2,58147,0,0
596,6,2022-12-16 15:38:15,2,1037,0,0
597,917,2022-12-16 15:38:56,2,36792,0,0
598,246,2022-12-16 15:39:05,2,10090,0,0
599,245,2022-12-16 15:39:33,3,0,0,1
600,323,2022-12-16 15:40:10,2,43537,0,0
601,232,2022-12-16 15:40:39,3,0,0,1
602,173,2022-12-16 15:41:02,2,15680,0,0
603,302,2022-12-16 15:41:38,1,-40090,85323,0
604,53,2022-12-16 15:41:45,2,24144,0,0
605,146,2022-12-16 15:41:47,1,-63726,40883,0
606,432,2022-12-16 15:42:12,2,17948,0,0
607,926,2022-12-16 15:42:19,2,61768,0,0
608,181,2022-12-16 15:42:29,1,-94559,68834,0
609,301,2022-12-16 15:42:58,1,-70918,30867,0
610,723,2022-12-16 15:43:13,1,-99647,26678,0
611,973,2022-12-16 15:43:48,3,0,0,2
612,420,2022-12-16 15:44:34,3,0,0,2
613,609,2022-12-16 15:45:13,2,13094,0,0
614,126,2022-12-16 15:45:15,2,14144,0,0
615,513,2022-12-16 15:45:25,1,-81899,76683,0
616,2,2022-12-16 15:46:09,2,12384,0,0
617,239,2022-12-16 15:46:27,2,47254,0,0
618,746,2022-12-16 15:46:41,1,-36502,54416,0
619,997,2022-12-16 15:46:43,1,-41888,54095,0
620,127,2022-12-16 15:47:25,3,0,0,1
621,184,2022-12-16 15:48:03,3,0,0,1
622,963,2022-12-16 15:48:47,1,-3367,42989,0
623,581,2022-12-16 15:49:17,2,138,0,0
624,790,2022-12-16 15:49:39,1,-27589,13203,0
625,788,2022-12-16 15:49:45,1,-66476,80858,0
626,663,2022-12-16 15:49:55,3,0,0,1
627,570,2022-12-16 15:49:56,1,-88793,83320,0
628,450,2022-12-16 15:50:41,1,-15273,52544,0
629,395,2022-12-16 15:51:30,3,0,0,1
630,123,2022-12-16 15:52:19,2,91543,0,0
631,340,2022-12-16 15:53:05,2,18057,0,0
632,584,2022-12-16 15:53:22,2,25571,0,0
633,677,2022-12-16 15:53:58,2,29220,0,0
634,119,2022-12-16 15:54:22,3,0,0,2
635,806,2022-12-16 15:55:07,2,25234,0,0
636,476,2022-12-16 15:55:57,3,0,0,1
637,877,2022-12-16 15:56:17,1,-74208,16664,0
638,385,2022-12-16 15:56:19,2,4444,0,0
639,401,2022-12-16 15:57:09,1,-94171,8158,0
640,833,2022-12-16 15:57:44,2,59854,0,0
641,401,2022-12-16 15:57:50,2,58455,0,0
642,134,2022-12-16 15:58:09,3,0,0,2
643,836,2022-12-16 15:58:11,2,60134,0,0
644,719,2022-12-16 15:58:44,2,17161,0,0
645,856,2022-12-16 15:59:00,2,35719,0,0
646,317,2022-12-16 15:59:29,1,-93536,84333,0
647,873,2022-12-16 16:00:09,1,-43434,66751,0
648,916,2022-12-16 16:00:11,1,-12564,68110,0
649,845,2022-12-16 16:00:14,1,-72502,69019,0
650,85,2022-12-16 16:00:47,2,4466,0,0
651,25,2022-12-16 16:01:36,1,-62363,96436,0
652,505,2022-12-16 16:01:47,1,-75105,39335,0
653,949,2022-12-16 16:02:20,1,-15504,57662,0
654,961,2022-12-16 16:02:59,2,40887,0,0
655,176,2022-12-16 16:03:16,3,0,0,1
656,631,2022-12-16 16:03:26,2,71033,0,0
657,180,2022-12-16 16:04:05,3,0,0,1
658,263,2022-12-16 16:04:17,1,-88367,72850,0
659,477,2022-12-16 16:04:52,1,-43623,11006,0
660,176,2022-12-16 16:05:34,2,9383,0,0
661,265,2022-12-16 16:06:18,2,41877,0,0
662,816,2022-12-16 16:06:20,3,0,0,1
663,310,2022-12-16 16:06:34,2,23798,0,0
664,475,2022-12-16 16:07:15,2,35581,0,0
665,605,2022-12-16 16:07:22,3,0,0,2
666,909,2022-12-16 16:07:41,3,0,0,1
667,326,2022-12-16 16:07:49,2,63735,0,0
668,599,2022-12-16 16:08:19,1,-84276,98567,0
669,432,2022-12-16 16:08:35,3,0,0,1
670,657,2022-12-16 16:09:02,2,1988,0,0
671,837,2022-12-16 16:09:05,1,-72802,8309,0
672,787,2022-12-16 16:09:40,1,-81238,63385,0
673,764,2022-12-16 16:10:25,1,-74983,21721,0
674,108,2022-12-16 16:10:29,2,22604,0,0
675,678,2022-12-16 16:10:46,1,-86659,55044,0
676,90,2022-12-16 16:10:56,1,-52732,43315,0
677,960,2022-12-16 16:11:38,3,0,0,2
678,982,2022-12-16 16:12:25,3,0,0,2
679,589,2022-12-16 16:12:31,3,0,0,2
680,848,2022-12-16 16:13:13,1,-16050,873,0
681,599,2022-12-16 16:13:50,1,-11515,53637,0
682,409,2022-12-16 16:14:25,1,-68344,96603,0
683,75,2022-12-16 16:14:36,3,0,0,2
684,608,2022-12-16 16:15:09,2,50319,0,0
685,557,2022-12-16 16:15:45,1,-27037,82272,0
686,30,2022-12-16 16:16:21,2,5264,0,0
687,66,2022-12-16 16:16:56,3,0,0,1
688,117,2022-12-16 16:17:31,3,0,0,2
689,633,2022-12-16 16:18:10,3,0,0,2
690,638,2022-12-16 16:18:19,3,0,0,1
691,607,2022-12-16 16:18:22,1,-78344,58203,0
692,393,2022-12-16 16:19:09,2,89994,0,0
693,28,2022-12-16 16:19:25,1,-5073,14390,0
694,356,2022-12-16 16:20:10,3,0,0,2
695,82,2022-12-16 16:20:44,3,0,0,1
696,120,2022-12-16 16:20:49,1,-96831,43684,0
697,337,2022-12-16 16:21:17,1,-22918,14438,0
698,243,2022-12-16 16:21:46,2,40978,0,0
699,566,2022-12-16 16:21:53,2,82228,0,0
700,704,2022-12-16 16:22:28,1,-20951,78000,0
701,953,2022-12-16 16:23:13,3,0,0,2
702,559,2022-12-16 16:23:56,2,29677,0,0
703,735,2022-12-16 16:24:30,3,0,0,2
704,356,2022-12-16 16:25:00,2,19029,0,0
705,198,2022-12-16 16:25:26,2,50849,0,0
706,844,2022-12-16 16:25:50,1,-92852,93051,0
707,313,2022-12-16 16:26:27,2,77538,0,0
708,990,2022-12-16 16:27:13,2,75020,0,0
709,213,2022-12-16 16:27:41,3,0,0,1
710,636,2022-12-16 16:28:13,1,-29846,63839,0
711,78,2022-12-16 16:28:44,1,-85050,27729,0
712,379,2022-12-16 16:29:12,3,0,0,1
713,806,2022-12-16 16:29:23,2,68954,0,0
714,257,2022-12-16 16:29:42,3,0,0,1
715,776,2022-12-16 16:29:52,1,-668,55844,0
716,832,2022-12-16 16:30:21,1,-98679,62298,0
717,814,2022-12-16 16:30:31,3,0,0,2
718,529,2022-12-16 16:31:03,2,27002,0,0
719,45,2022-12-16 16:31:06,1,-13026,76375,0
720,700,2022-12-16 16:31:23,3,0,0,2
721,637,2022-12-16 16:31:26,2,25531,0,0
722,491,2022-12-16 16:32:12,3,0,0,1
723,716,2022-12-16 16:33:01,2,10167,0,0
724,551,2022-12-16 16:33:10,1,-70065,82271,0
725,308,2022-12-16 16:33:52,2,11690,0,0
726,441,2022-12-16 16:34:19,2,72278,0,0
727,469,2022-12-16 16:34:58,3,0,0,1
728,702,2022-12-16 16:35:41,1,-96743,16844,0
729,302,2022-12-16 16:36:01,2,40552,0,0
730,141,2022-12-16 16:36:44,3,0,0,1
731,809,2022-12-16 16:36:49,2,60588,0,0
732,809,2022-12-16 16:37:05,2,23392,0,0
733,116,2022-12-16 16:37:52,1,-98121,5385,0
734,296,2022-12-16 16:38:35,3,0,0,2
735,612,2022-12-16 16:38:46,3,0,0,2
736,285,2022-12-16 16:39:23,2,97549,0,0
737,541,2022-12-16 16:39:41,1,-60233,16676,0
738,681,2022-12-16 16:40:22,2,44642,0,0
739,178,2022-12-16 16:41:11,1,-89506,20386,0
740,881,2022-12-16 16:41:19,1,-22263,50018,0
741,20,2022-12-16 16:41:41,2,78937,0,0
742,704,2022-12-16 16:41:58,2,78684,0,0
743,938,2022-12-16 16:42:10,1,-44989,3609,0
744,997,2022-12-16 16:42:39,1,-407,75660,0
745,63,2022-12-16 16:43:25,2,3305,0,0
746,394,2022-12-16 16:44:08,1,-25895,87765,0
747,90,2022-12-16 16:44:42,2,42184,0,0
748,577,2022-12-16 16:44:56,3,0,0,1
749,637,2022-12-16 16:44:59,3,0,0,1
750,784,2022-12-16 16:45:19,2,20910,0,0
751,700,2022-12-16 16:45:20,1,-98903,86151,0
752,867,2022-12-16 16:45:48,1,-86830,40395,0
753,287,2022-12-16 16:46:37,2,92266,0,0
754,503,2022-12-16 16:47:20,3,0,0,2
755,912,2022-12-16 16:47:35,3,0,0,1
756,343,2022-12-16 16:47:41,1,-10588,13751,0
757,197,2022-12-16 16:48:10,2,35528,0,0
758,375,2022-12-16 16:48:55,1,-6824,57111,0
759,339,2022-12-16 16:49:17,3,0,0,2
760,764,2022-12-16 16:49:37,3,0,0,1
761,901,2022-12-16 16:49:50,3,0,0,1
762,604,2022-12-16 16:50:26,2,39626,0,0
763,78,2022-12-16 16:50:56,2,28459,0,0
764,741,2022-12-16 16:51:27,1,-90239,6033,0
765,566,2022-12-16 16:51:45,2,91598,0,0
766,154,2022-12-16 16:52:04,2,24470,0,0
767,600,2022-12-16 16:52:50,3,0,0,1
768,47,2022-12-16 16:53:34,3,0,0,2
769,914,2022-12-16 16:53:59,1,-11174,21656,0
770,193,2022-12-16 16:54:45,1,-27238,63049,0
771,316,2022-12-16 16:54:57,3,0,0,1
772,535,2022-12-16 16:55:10,1,-69399,43506,0
773,731,2022-12-16 16:55:12,3,0,0,1
774,226,2022-12-16 16:55:45,1,-6753,56193,0
775,373,2022-12-16 16:55:54,3,0,0,1
776,552,2022-12-16 16:56:19,1,-6337,49889,0
777,169,2022-12-16 16:56:45,3,0,0,2
778,316,2022-12-16 16:57:22,3,0,0,1
779,213,2022-12-16 16:57:52,1,-58692,37268,0
780,884,2022-12-16 16:58:24,2,50652,0,0
781,378,2022-12-16 16:58:55,3,0,0,2
782,267,2022-12-16 16:59:43,2,59803,0,0
783,154,2022-12-16 16:59:55,2,75968,0,0
784,89,2022-12-16 17:00:04,3,0,0,1
785,477,2022-12-16 17:00:10,3,0,0,1
786,34,2022-12-16 17:00:36,3,0,0,1
787,971,2022-12-16 17:00:40,1,-37319,74657,0
788,870,2022-12-16 17:01:17,2,24771,0,0
789,652,2022-12-16 17:01:19,2,69328,0,0
790,744,2022-12-16 17:02:01,3,0,0,1
791,438,2022-12-16 17:02:19,1,-22097,67273,0
792,489,2022-12-16 17:02:37,2,70982,0,0
793,384,2022-12-16 17:02:47,3,0,0,2
794,551,2022-12-16 17:03:34,2,81893,0,0
795,425,2022-12-16 17:03:50,1,-54027,54660,0
796,130,2022-12-16 17:04:10,1,-43473,87282,0
797,18,2022-12-16 17:04:47,3,0,0,1
798,448,2022-12-16 17:05:22,2,82525,0,0
799,649,2022-12-16 17:05:46,3,0,0,1
800,68,2022-12-16 17:06:24,2,13418,0,0
801,728,2022-12-16 17:07:13,1,-43167,23103,0
802,716,2022-12-16 17:07:51,3,0,0,2
803,385,2022-12-16 17:08:08,3,0,0,1
804,8,2022-12-16 17:08:44,2,5168,0,0
805,933,2022-12-16 17:09:09,3,0,0,2
806,892,2022-12-16 17:09:58,2,22270,0,0
807,634,2022-12-16 17:10:31,3,0,0,1
808,451,2022-12-16 17:10:51,1,-98901,270,0
809,859,2022-12-16 17:11:26,2,49683,0,0
810,216,2022-12-16 17:11:56,1,-2464,5822,0
811,4,2022-12-16 17:12:09,1,-42772,64242,0
812,90,2022-12-16 17:12:10,3,0,0,1
813,600,2022-12-16 17:12:37,1,-43832,54490,0
814,183,2022-12-16 17:12:41,3,0,0,2
815,885,2022-12-16 17:12:52,3,0,0,2
816,877,2022-12-16 17:13:10,3,0,0,1
817,993,2022-12-16 17:13:44,2,97491,0,0
818,748,2022-12-16 17:14:20,2,59229,0,0
819,143,2022-12-16 17:14:49,2,73624,0,0
820,189,2022-12-16 17:15:17,1,-69016,26260,0
821,511,2022-12-16 17:15:44,1,-83899,92271,0
822,970,2022-12-16 17:16:06,3,0,0,2
823,112,2022-12-16 17:16:29,2,25792,0,0
824,833,2022-12-16 17:16:44,2,39457,0,0
825,626,2022-12-16 17:17:32,1,-9453,72024,0
826,918,2022-12-16 17:18:00,2,68970,0,0
827,42,2022-12-16 17:18:01,2,76966,0,0
828,586,2022-12-16 17:18:34,2,25002,0,0
829,686,2022-12-16 17:19:22,1,-29444,16429,0
830,472,2022-12-16 17:20:00,3,0,0,1
831,716,2022-12-16 17:20:04,3,0,0,2
832,45,2022-12-16 17:20:30,3,0,0,1
833,287,2022-12-16 17:20:53,2,9528,0,0
834,31,2022-12-16 17:21:30,3,0,0,2
835,250,2022-12-16 17:21:45,2,69466,0,0
836,1,2022-12-16 17:22:16,1,-84064,32543,0
837,491,2022-12-16 17:22:46,3,0,0,2
838,829,2022-12-16 17:22:50,2,32153,0,0
839,193,2022-12-16 17:23:36,3,0,0,1
840,272,2022-12-16 17:24:22,3,0,0,1
841,743,2022-12-16 17:24:25,3,0,0,1
842,385,2022-12-16 17:24:31,3,0,0,2
843,808,2022-12-16 17:24:52,1,-3997,96977,0
844,314,2022-12-16 17:25:27,3,0,0,2
845,51,2022-12-16 17:25:29,2,42125,0,0
846,807,2022-12-16 17:25:39,1,-8546,40983,0
847,87,2022-12-16 17:26:10,1,-5173,36871,0
848,59,2022-12-16 17:26:37,3,0,0,2
849,177,2022-12-16 17:26:39,3,0,0,1
850,930,2022-12-16 17:27:08,1,-86244,24540,0
851,699,2022-12-16 17:27:20,2,74576,0,0
852,1,2022-12-16 17:28:06,3,0,0,2
853,553,2022-12-16 17:28:14,1,-64538,96863,0
854,998,2022-12-16 17:28:56,3,0,0,1
855,535,2022-12-16 17:29:22,2,82405,0,0
856,625,2022-12-16 17:29:57,2,89243,0,0
857,598,2022-12-16 17:30:40,3,0,0,2
858,334,2022-12-16 17:31:30,3,0,0,1
859,212,2022-12-16 17:31:44,3,0,0,2
860,883,2022-12-16 17:32:10,2,47440,0,0
861,631,2022-12-16 17:32:38,3,0,0,1
862,200,2022-12-16 17:32:42,2,38864,0,0
863,552,2022-12-16 17:33:03,1,-60843,41999,0
864,395,2022-12-16 17:33:29,3,0,0,2
865,269,2022-12-16 17:33:32,1,-50839,22110,0
866,503,2022-12-16 17:33:58,1,-33660,8106,0
867,597,2022-12-16 17:34:07,3,0,0,2
868,604,2022-12-16 17:34:34,3,0,0,1
869,773,2022-12-16 17:35:05,1,-38597,86440,0
870,610,2022-12-16 17:35:18,2,18258,0,0
871,568,2022-12-16 17:35:46,3,0,0,1
872,562,2022-12-16 17:36:26,1,-120,35241,0
873,506,2022-12-16 17:37:00,3,0,0,1
874,84,2022-12-16 17:37:11,2,36247,0,0
875,227,2022-12-16 17:37:52,2,63692,0,0
876,153,2022-12-16 17:38:05,2,82867,0,0
877,413,2022-12-16 17:38:42,1,-95686,1812,0
878,154,2022-12-16 17:38:55,2,31360,0,0
879,733,2022-12-16 17:39:27,1,-77856,14825,0
880,99,2022-12-16 17:40:00,3,0,0,1
881,61,2022-12-16 17:40:39,1,-23359,67138,0
882,993,2022-12-16 17:40:53,3,0,0,2
883,238,2022-12-16 17:41:38,3,0,0,1
884,631,2022-12-16 17:42:25,2,80991,0,0
885,937,2022-12-16 17:42:45,2,31364,0,0
886,667,2022-12-16 17:42:59,2,16271,0,0
887,989,2022-12-16 17:43:45,3,0,0,2
888,794,2022-12-16 17:44:22,1,-69647,45816,0
889,103,2022-12-16 17:44:40,1,-50885,25481,0
890,777,2022-12-16 17:44:59,1,-49622,93626,0
891,53,2022-12-16 17:45:32,1,-15620,29748,0
892,157,2022-12-16 17:45:49,2,83121,0,0
893,877,2022-12-16 17:46:38,1,-80621,32224,0
894,554,2022-12-16 17:47:24,2,59526,0,0
895,189,2022-12-16 17:47:33,2,35260,0,0
896,139,2022-12-16 17:47:51,3,0,0,1
897,268,2022-12-16 17:48:14,1,-1987,10331,0
898,718,2022-12-16 17:48:52,1,-99995,59018,0
899,261,2022-12-16 17:48:54,2,77492,0,0
900,316,2022-12-16 17:49:01,2,55771,0,0
901,249,2022-12-16 17:49:47,2,93261,0,0
902,189,2022-12-16 17:49:54,1,-6543,80083,0
903,252,2022-12-16 17:50:16,1,-22038,96144,0
904,55,2022-12-16 17:51:03,2,65063,0,0
905,766,2022-12-16 17:51:52,3,0,0,2
906,718,2022-12-16 17:52:07,1,-20827,22419,0
907,657,2022-12-16 17:52:31,3,0,0,2
908,56,2022-12-16 17:53:12,1,-98397,49167,0
909,594,2022-12-16 17:53:13,2,4397,0,0
910,94,2022-12-16 17:53:25,2,9210,0,0
911,651,2022-12-16 17:53:40,2,22751,0,0
912,899,2022-12-16 17:54:09,3,0,0,2
913,80,2022-12-16 17:54:22,2,97569,0,0
914,133,2022-12-16 17:54:53,3,0,0,2
915,849,2022-12-16 17:55:36,2,42519,0,0
916,954,2022-12-16 17:55:53,2,44496,0,0
917,458,2022-12-16 17:56:19,3,0,0,1
918,105,2022-12-16 17:56:56,3,0,0,1
919,846,2022-12-16 17:57:27,1,-21595,80596,0
920,580,2022-12-16 17:58:16,2,88515,0,0
921,609,2022-12-16 17:58:30,1,-37514,77221,0
922,559,2022-12-16 17:58:46,3,0,0,2
923,126,2022-12-16 17:59:17,1,-22111,68904,0
924,491,2022-12-16 17:59:36,2,22225,0,0
925,965,2022-12-16 17:59:38,2,64819,0,0
926,431,2022-12-16 17:59:46,2,85787,0,0
927,404,2022-12-16 18:00:26,3,0,0,1
928,164,2022-12-16 18:01:10,2,45929,0,0
929,538,2022-12-16 18:01:58,3,0,0,1
930,629,2022-12-16 18:02:05,1,-86004,31255,0
931,234,2022-12-16 18:02:44,1,-16996,41916,0
932,869,2022-12-16 18:03:24,3,0,0,2
933,644,2022-12-16 18:04:09,1,-88023,19988,0
934,966,2022-12-16 18:04:58,2,54207,0,0
935,573,2022-12-16 18:05:06,1,-614,11957,0
936,487,2022-12-16 18:05:45,1,-74773,38263,0
937,902,2022-12-16 18:06:00,1,-96356,26088,0
938,932,2022-12-16 18:06:10,2,70727,0,0
939,395,2022-12-16 18:06:44,2,66189,0,0
940,189,2022-12-16 18:07:06,2,78724,0,0
941,586,2022-12-16 18:07:27,1,-89201,5682,0
942,501,2022-12-16 18:07:47,1,-45483,87579,0
943,815,2022-12-16 18:08:22,3,0,0,2
944,201,2022-12-16 18:08:48,3,0,0,2
945,6,2022-12-16 18:09:04,1,-44386,13557,0
946,746,2022-12-16 18:09:38,3,0,0,2
947,876,2022-12-16 18:10:05,1,-73296,30976,0
948,853,2022-12-16 18:10:36,1,-39662,27987,0
949,145,2022-12-16 18:10:38,3,0,0,1
950,738,2022-12-16 18:10:42,1,-5087,35133,0
951,550,2022-12-16 18:11:28,2,61534,0,0
952,726,2022-12-16 18:11:55,1,-89580,36985,0
953,737,2022-12-16 18:12:38,1,-8854,6860,0
954,228,2022-12-16 18:13:00,2,75530,0,0
955,867,2022-12-16 18:13:02,2,97398,0,0
956,725,2022-12-16 18:13:10,3,0,0,1
957,639,2022-12-16 18:13:30,3,0,0,2
958,656,2022-12-16 18:13:52,2,55858,0,0
959,707,2022-12-16 18:14:18,3,0,0,2
960,255,2022-12-16 18:15:03,3,0,0,1
961,708,2022-12-16 18:15:21,3,0,0,1
962,609,2022-12-16 18:16:06,1,-41504,10856,0
963,311,2022-12-16 18:16:28,3,0,0,1
964,670,2022-12-16 18:16:58,2,97784,0,0
965,38,2022-12-16 18:17:09,3,0,0,2
966,812,2022-12-16 18:17:46,1,-2650,67743,0
967,466,2022-12-16 18:18:28,3,0,0,1
968,340,2022-12-16 18:18:50,3,0,0,2
969,982,2022-12-16 18:19:36,3,0,0,1
970,456,2022-12-16 18:19:54,3,0,0,1
971,975,2022-12-16 18:20:14,2,25590,0,0
972,493,2022-12-16 18:20:55,1,-64727,29545,0
973,762,2022-12-16 18:21:37,1,-92545,38748,0
974,245,2022-12-16 18:21:53,2,96257,0,0
975,181,2022-12-16 18:22:17,1,-82888,13645,0
976,894,2022-12-16 18:22:38,2,45923,0,0
977,955,2022-12-16 18:22:59,2,64041,0,0
978,998,2022-12-16 18:23:18,3,0,0,2
979,372,2022-12-16 18:23:44,2,55396,0,0
980,125,2022-12-16 18:24:31,3,0,0,1
981,752,2022-12-16 18:24:54,1,-74148,90622,0
982,831,2022-12-16 18:25:36,2,69258,0,0
983,810,2022-12-16 18:26:24,2,81035,0,0
984,437,2022-12-16 18:27:01,2,59660,0,0
985,988,2022-12-16 18:27:29,2,40491,0,0
986,428,2022-12-16 18:27:51,1,-81498,74692,0
987,719,2022-12-16 18:28:27,1,-64122,77410,0
988,797,2022-12-16 18:28:51,2,19231,0,0
989,805,2022-12-16 18:29:41,3,0,0,1
990,66,2022-12-16 18:30:13,3,0,0,1
991,920,2022-12-16 18:30:38,3,0,0,1
992,810,2022-12-16 18:31:21,3,0,0,2
993,887,2022-12-16 18:31:35,1,-30359,2515,0
994,251,2022-12-16 18:31:58,1,-74764,85051,0
995,669,2022-12-16 18:32:33,1,-24004,52372,0
996,317,2022-12-16 18:32:53,2,486,0,0
997,346,2022-12-16 18:33:41,3,0,0,1
998,551,2022-12-16 18:33:59,2,65033,0,0
999,736,2022-12-16 18:34:40,2,31551,0,0
1000,206,2022-12-16 18:34:54,3,0,0,2
1001,711,2022-12-16 18:35:35,2,31820,0,0
1002,465,2022-12-16 18:35:45,1,-53452,89743,0
1003,229,2022-12-16 18:35:58,3,0,0,2
1004,554,2022-12-16 18:36:00,3,0,0,1
1005,718,2022-12-16 18:36:19,2,22995,0,0
1006,680,2022-12-16 18:36:23,3,0,0,1
1007,651,2022-12-16 18:36:37,2,59266,0,0
1008,802,2022-12-16 18:37:24,3,0,0,1
1009,747,2022-12-16 18:37:29,3,0,0,2
1010,978,2022-12-16 18:37:37,2,96179,0,0
1011,998,2022-12-16 18:37:59,1,-20396,67625,0
1012,433,2022-12-16 18:38:16,2,35342,0,0
1013,730,2022-12-16 18:38:21,3,0,0,1
1014,104,2022-12-16 18:38:53,1,-61763,11199,0
1015,795,2022-12-16 18:38:59,3,0,0,2
1016,164,2022-12-16 18:39:21,3,0,0,2
1017,163,2022-12-16 18:39:26,2,40873,0,0
1018,725,2022-12-16 18:40:05,2,51243,0,0
1019,464,2022-12-16 18:40:10,3,0,0,1
1020,503,2022-12-16 18:40:42,2,82047,0,0
1021,307,2022-12-16 18:40:59,2,54020,0,0
1022,662,2022-12-16 18:41:08,3,0,0,1
1023,265,2022-12-16 18:41:23,1,-30614,80067,0
1024,173,2022-12-16 18:41:47,3,0,0,2
1025,218,2022-12-16 18:42:14,2,90260,0,0
1026,87,2022-12-16 18:42:25,2,73500,0,0
1027,582,2022-12-16 18:43:15,2,42996,0,0
1028,743,2022-12-16 18:43:42,3,0,0,1
1029,936,2022-12-16 18:44:14,1,-51464,79368,0
1030,962,2022-12-16 18:45:02,1,-93441,22681,0
1031,789,2022-12-16 18:45:07,3,0,0,1
1032,515,2022-12-16 18:45:54,2,78857,0,0
1033,17,2022-12-16 18:46:08,3,0,0,2
1034,427,2022-12-16 18:46:47,1,-96408,3591,0
1035,140,2022-12-16 18:46:53,2,60128,0,0
1036,319,2022-12-16 18:47:07,1,-85377,27888,0
1037,524,2022-12-16 18:47:37,2,66992,0,0
1038,790,2022-12-16 18:47:50,2,62638,0,0
1039,300,2022-12-16 18:48:26,1,-30433,31435,0
1040,443,2022-12-16 18:48:30,1,-661,88050,0
1041,754,2022-12-16 18:48:36,3,0,0,1
1042,202,2022-12-16 18:48:46,2,73643,0,0
1043,261,2022-12-16 18:48:58,1,-77250,2816,0
1044,6,2022-12-16 18:49:23,1,-85936,55840,0
1045,804,2022-12-16 18:50:02,3,0,0,1
1046,916,2022-12-16 18:50:13,3,0,0,2
1047,119,2022-12-16 18:50:32,1,-13750,50783,0
1048,590,2022-12-16 18:50:39,1,-40763,25434,0
1049,587,2022-12-16 18:50:58,3,0,0,2
1050,123,2022-12-16 18:51:05,2,69228,0,0
1051,398,2022-12-16 18:51:27,1,-85819,630,0
1052,409,2022-12-16 18:52:16,3,0,0,2
1053,457,2022-12-16 18:52:56,3,0,0,1
1054,580,2022-12-16 18:53:29,2,52388,0,0
1055,774,2022-12-16 18:54:06,1,-59435,79210,0
1056,982,2022-12-16 18:54:40,3,0,0,1
1057,690,2022-12-16 18:54:55,3,0,0,1
1058,992,2022-12-16 18:55:38,2,69483,0,0
1059,149,2022-12-16 18:55:41,3,0,0,1
